,j_user,RT_l10,sd_RT,FC_l10,sd_FC,FC,RT
0,"{'id': 756431, 'id_str': '756431', 'name': 'Arturo Paniagua', 'screen_name': 'ajpaniagua', 'location': 'Madrid, España', 'description': 'Music First! Periodista. Presento #SesionesMovistarPlus, conciertos y entrevistas musicales los viernes en @movistarplus / Comentarista  #LatinGrammy en España', 'url': 'https://t.co/8qWJU8MxWg', 'entities': {'url': {'urls': [{'url': 'https://t.co/8qWJU8MxWg', 'expanded_url': 'http://www.arturopaniagua.com', 'display_url': 'arturopaniagua.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 19645, 'friends_count': 949, 'listed_count': 662, 'created_at': 'Wed Feb 07 23:43:33 +0000 2007', 'favourites_count': 12334, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 55829, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F9FA', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme15/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1060162470126514176/OYV6PDd-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1060162470126514176/OYV6PDd-_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/756431/1540462452', 'profile_link_color': 'DD2E44', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'C0DFEC', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",2.4,3.9293765408777,15.5,32.022648235272484,0.0,0.0
1,"{'id': 1622441, 'id_str': '1622441', 'name': 'Pedro Jorge Romero', 'screen_name': 'pjorge', 'location': 'Santiago de Compostela, Spain', 'description': 'Hablo sobre mis lecturas en https://t.co/okUu3drX9n Para todo lo demás, mi blog', 'url': 'http://t.co/qvxAVmrvv1', 'entities': {'url': {'urls': [{'url': 'http://t.co/qvxAVmrvv1', 'expanded_url': 'http://pjorge.com', 'display_url': 'pjorge.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/okUu3drX9n', 'expanded_url': 'https://youtube.com/pjorge', 'display_url': 'youtube.com/pjorge', 'indices': [28, 51]}]}}, 'protected': False, 'followers_count': 4221, 'friends_count': 281, 'listed_count': 340, 'created_at': 'Tue Mar 20 12:46:51 +0000 2007', 'favourites_count': 587, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 13650, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'EDECE9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme3/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme3/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/902478652788666369/dIuImuGY_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/902478652788666369/dIuImuGY_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1622441/1504002789', 'profile_link_color': '088253', 'profile_sidebar_border_color': 'D3D2CF', 'profile_sidebar_fill_color': 'E3E2DE', 'profile_text_color': '634047', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",0.2,0.6000000000000001,0.8,0.9797958971132713,1.0,0.0
2,"{'id': 1770311, 'id_str': '1770311', 'name': 'Microsiervos', 'screen_name': 'microsiervos', 'location': 'Madrid, Spain', 'description': 'Un blog de divulgación sobre tecnología, ciencia, Internet y más. Por @Alvy, @NachoP y @Wicho', 'url': 'https://t.co/CS3h7GPsCV', 'entities': {'url': {'urls': [{'url': 'https://t.co/CS3h7GPsCV', 'expanded_url': 'http://www.microsiervos.com', 'display_url': 'microsiervos.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1133925, 'friends_count': 1, 'listed_count': 9745, 'created_at': 'Wed Mar 21 17:09:45 +0000 2007', 'favourites_count': 16, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 65228, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'DDDDDD', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/224455925/mini-ms-twitter_normal.gif', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/224455925/mini-ms-twitter_normal.gif', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1770311/1398201115', 'profile_link_color': '1919A9', 'profile_sidebar_border_color': 'AAAAAA', 'profile_sidebar_fill_color': 'DDDDDD', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",17.9,13.626811806141596,37.2,40.93116172306865,21.0,10.0
3,"{'id': 2107671, 'id_str': '2107671', 'name': 'Gabriel Navarro', 'screen_name': 'gabinavarros', 'location': 'Murcia, Spain', 'description': '#Comunicación #Digital #Pymes. Licenciado en #Economía (@EconomicasUMU) y Graduado en #Filosofía (@FacFilosoMurcia) por la @UMU.', 'url': 'https://t.co/hWz3N9kxZM', 'entities': {'url': {'urls': [{'url': 'https://t.co/hWz3N9kxZM', 'expanded_url': 'http://about.me/gabinavarro', 'display_url': 'about.me/gabinavarro', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5386, 'friends_count': 3861, 'listed_count': 304, 'created_at': 'Sat Mar 24 14:28:53 +0000 2007', 'favourites_count': 15325, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 85493, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme13/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1059181678755831808/CDqXOZGB_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1059181678755831808/CDqXOZGB_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2107671/1540285952', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'BDDCAD', 'profile_sidebar_fill_color': 'DDFFCD', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",0.4,0.4898979485566356,1.7,3.7960505792204615,0.0,0.0
4,"{'id': 3127331, 'id_str': '3127331', 'name': 'Manuel Cernuda', 'screen_name': 'manuelcernuda', 'location': 'Oviedo, Principado de Asturias', 'description': 'En pocas palabras: asturiano, informático, fotógrafo, cartomago, cocinero, amigo, compañero y padre. ¿El resto? es sólo relleno. Technical Manager at @sngular', 'url': 'https://t.co/B1yjMt8LPd', 'entities': {'url': {'urls': [{'url': 'https://t.co/B1yjMt8LPd', 'expanded_url': 'http://www.manuelcernuda.net', 'display_url': 'manuelcernuda.net', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1072, 'friends_count': 433, 'listed_count': 101, 'created_at': 'Sun Apr 01 14:03:19 +0000 2007', 'favourites_count': 899, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 19893, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '1A1B1F', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme9/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/995012480400281600/DhnUsXZI_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/995012480400281600/DhnUsXZI_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3127331/1398236905', 'profile_link_color': '000000', 'profile_sidebar_border_color': '181A1E', 'profile_sidebar_fill_color': '252429', 'profile_text_color': '666666', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",2.3,5.21632054229799,3.4,6.545227268781429,0.0,0.0
5,"{'id': 4869021, 'id_str': '4869021', 'name': 'Cristina Domenech', 'screen_name': 'firecrackerx', 'location': 'Malaga, Spain', 'description': 'Victoriana de día, neo-victoriana de noche. Mail profesional:\ncristina.domenech.pr@gmail.com', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 24075, 'friends_count': 100, 'listed_count': 96, 'created_at': 'Mon Apr 16 12:18:54 +0000 2007', 'favourites_count': 20991, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 10496, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '9AE4E8', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1025502909788766208/mYXVRj7e_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1025502909788766208/mYXVRj7e_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/4869021/1417465758', 'profile_link_color': 'FF691F', 'profile_sidebar_border_color': '87BC44', 'profile_sidebar_fill_color': 'E0FF92', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",8.4,16.805951326836574,76.1,127.66867274315966,25.0,3.0
6,"{'id': 5254511, 'id_str': '5254511', 'name': 'David Hueso', 'screen_name': 'DavidHueso', 'location': 'Madrid', 'description': 'CEO @uDataAnalytics / Digital Strategist / Passionate Leader / Internet & Mobile lover / Management advisory & Professor', 'url': 'https://t.co/C3Ec1nifSL', 'entities': {'url': {'urls': [{'url': 'https://t.co/C3Ec1nifSL', 'expanded_url': 'http://linkedin.com/in/davidhueso', 'display_url': 'linkedin.com/in/davidhueso', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1100, 'friends_count': 210, 'listed_count': 132, 'created_at': 'Thu Apr 19 18:23:30 +0000 2007', 'favourites_count': 522, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 4563, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/648051449696493568/1yw-Fygk_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/648051449696493568/1yw-Fygk_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/5254511/1398522887', 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'FAF5F5', 'profile_sidebar_fill_color': 'DBD4D4', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",0.1,0.30000000000000004,0.4,0.48989794855663565,2.0,1.0
7,"{'id': 5380442, 'id_str': '5380442', 'name': 'Noel Ceballos', 'screen_name': 'noelceballos_', 'location': 'Madrid', 'description': 'Escritor: Internet Safari, La Escuela Nocturna, Los Cinco Superdetectives. Redactor de cultura en @GQSpain. Verdadero espíritu de la navidad.', 'url': 'https://t.co/HNowfuxBos', 'entities': {'url': {'urls': [{'url': 'https://t.co/HNowfuxBos', 'expanded_url': 'http://GQ.com', 'display_url': 'GQ.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 17967, 'friends_count': 657, 'listed_count': 330, 'created_at': 'Sat Apr 21 14:41:01 +0000 2007', 'favourites_count': 10178, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 56196, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '3B94D9', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme19/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1057953042836938752/67doPk7H_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1057953042836938752/67doPk7H_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/5380442/1541061345', 'profile_link_color': '981CEB', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'F6FFD1', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",20.7,52.43100227918594,49.7,98.77757842749537,12.0,0.0
8,"{'id': 5793762, 'id_str': '5793762', 'name': 'John Tones', 'screen_name': 'johntones', 'location': 'Madrid', 'description': 'Fundamentalista de los acordes mayores y el aporreo.', 'url': 'http://t.co/ZmywnSoUnA', 'entities': {'url': {'urls': [{'url': 'http://t.co/ZmywnSoUnA', 'expanded_url': 'http://www.caninomag.es', 'display_url': 'caninomag.es', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 7468, 'friends_count': 798, 'listed_count': 232, 'created_at': 'Sat May 05 18:51:14 +0000 2007', 'favourites_count': 16528, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 64528, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '043D40', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/525309572009828352/MK7brArt_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/525309572009828352/MK7brArt_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/5793762/1533407448', 'profile_link_color': '0000FF', 'profile_sidebar_border_color': '87BC44', 'profile_sidebar_fill_color': 'E0FF92', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1.0,1.7888543819998317,3.8,5.2497618993626745,0.0,0.0
9,"{'id': 6709582, 'id_str': '6709582', 'name': 'Ramon Barlam', 'screen_name': 'rbarlam', 'location': 'Manresa, Spain', 'description': ""Eduflauta de trinxera i tot terreny compromès amb l'educació del terròs."", 'url': 'https://t.co/gpGe9NgwxG', 'entities': {'url': {'urls': [{'url': 'https://t.co/gpGe9NgwxG', 'expanded_url': 'http://about.me/ramon.barlam', 'display_url': 'about.me/ramon.barlam', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 3587, 'friends_count': 1465, 'listed_count': 273, 'created_at': 'Sun Jun 10 06:11:07 +0000 2007', 'favourites_count': 8470, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 12345, 'lang': 'es', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C6E2EE', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme2/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/987597746151583745/dxOfEIQS_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/987597746151583745/dxOfEIQS_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/6709582/1530858109', 'profile_link_color': '1F98C7', 'profile_sidebar_border_color': 'C6E2EE', 'profile_sidebar_fill_color': 'DAECF4', 'profile_text_color': '663B12', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",1.5,1.857417562100671,14.1,21.215324649884572,7.0,2.0
